time,station,debit
2009-05-28,LE RHONE A BREGNIER-CORDON,196.56943
2009-05-29,LE RHONE A BREGNIER-CORDON,189.51768
2009-05-30,LE RHONE A BREGNIER-CORDON,177.65082
2009-05-31,LE RHONE A BREGNIER-CORDON,197.28592
2009-06-01,LE RHONE A BREGNIER-CORDON,201.88718
2009-06-02,LE RHONE A BREGNIER-CORDON,200.78253
2009-06-03,LE RHONE A BREGNIER-CORDON,213.97012
2009-06-04,LE RHONE A BREGNIER-CORDON,248.47958
2009-06-05,LE RHONE A BREGNIER-CORDON,265.80194
2009-06-06,LE RHONE A BREGNIER-CORDON,266.2081
2009-06-07,LE RHONE A BREGNIER-CORDON,268.06982
2009-06-08,LE RHONE A BREGNIER-CORDON,256.99896
2009-06-09,LE RHONE A BREGNIER-CORDON,238.93016
2009-06-10,LE RHONE A BREGNIER-CORDON,219.39488
2009-06-11,LE RHONE A BREGNIER-CORDON,199.96172
2009-06-12,LE RHONE A BREGNIER-CORDON,180.73334
2009-06-13,LE RHONE A BREGNIER-CORDON,161.72743
2009-06-14,LE RHONE A BREGNIER-CORDON,143.71797
2009-06-15,LE RHONE A BREGNIER-CORDON,128.22856
2009-06-16,LE RHONE A BREGNIER-CORDON,116.387695
2009-06-17,LE RHONE A BREGNIER-CORDON,107.880936
2009-06-18,LE RHONE A BREGNIER-CORDON,108.219986
2009-06-19,LE RHONE A BREGNIER-CORDON,128.38649
2009-06-20,LE RHONE A BREGNIER-CORDON,159.82053
2009-06-21,LE RHONE A BREGNIER-CORDON,201.24225
2009-06-22,LE RHONE A BREGNIER-CORDON,245.64586
2009-06-23,LE RHONE A BREGNIER-CORDON,287.5824
2009-06-24,LE RHONE A BREGNIER-CORDON,321.74997
2009-06-25,LE RHONE A BREGNIER-CORDON,351.4752
2009-06-26,LE RHONE A BREGNIER-CORDON,390.19687
2009-06-27,LE RHONE A BREGNIER-CORDON,423.22372
2009-06-28,LE RHONE A BREGNIER-CORDON,465.30496
2009-06-29,LE RHONE A BREGNIER-CORDON,516.06067
2009-06-30,LE RHONE A BREGNIER-CORDON,566.00256
2009-07-01,LE RHONE A BREGNIER-CORDON,604.84186
2009-07-02,LE RHONE A BREGNIER-CORDON,679.76764
2009-07-03,LE RHONE A BREGNIER-CORDON,720.8514
2009-07-04,LE RHONE A BREGNIER-CORDON,747.4513
2009-07-05,LE RHONE A BREGNIER-CORDON,746.36847
2009-07-06,LE RHONE A BREGNIER-CORDON,727.63153
2009-07-07,LE RHONE A BREGNIER-CORDON,706.0889
2009-07-08,LE RHONE A BREGNIER-CORDON,686.2821
2009-07-09,LE RHONE A BREGNIER-CORDON,664.00775
2009-07-10,LE RHONE A BREGNIER-CORDON,642.95734
2009-07-11,LE RHONE A BREGNIER-CORDON,617.0421
2009-07-12,LE RHONE A BREGNIER-CORDON,584.73
2009-07-13,LE RHONE A BREGNIER-CORDON,558.7623
2009-07-14,LE RHONE A BREGNIER-CORDON,537.9924
2009-07-15,LE RHONE A BREGNIER-CORDON,515.41077
2009-07-16,LE RHONE A BREGNIER-CORDON,485.40454
2009-07-17,LE RHONE A BREGNIER-CORDON,445.88208
2009-07-18,LE RHONE A BREGNIER-CORDON,397.56454
2009-07-19,LE RHONE A BREGNIER-CORDON,343.32382
2009-07-20,LE RHONE A BREGNIER-CORDON,287.38174
2009-07-21,LE RHONE A BREGNIER-CORDON,234.09924
2009-07-22,LE RHONE A BREGNIER-CORDON,186.85294
2009-07-23,LE RHONE A BREGNIER-CORDON,147.44218
2009-07-24,LE RHONE A BREGNIER-CORDON,116.23311
2009-07-25,LE RHONE A BREGNIER-CORDON,92.782364
2009-07-26,LE RHONE A BREGNIER-CORDON,76.26492
2009-07-27,LE RHONE A BREGNIER-CORDON,65.58223
2009-07-28,LE RHONE A BREGNIER-CORDON,79.299324
2009-07-29,LE RHONE A BREGNIER-CORDON,93.98019
2009-07-30,LE RHONE A BREGNIER-CORDON,113.35821
2009-07-31,LE RHONE A BREGNIER-CORDON,136.0429
2009-08-01,LE RHONE A BREGNIER-CORDON,169.86787
2009-08-02,LE RHONE A BREGNIER-CORDON,201.85217
2009-08-03,LE RHONE A BREGNIER-CORDON,228.36142
2009-08-04,LE RHONE A BREGNIER-CORDON,261.24506
2009-08-05,LE RHONE A BREGNIER-CORDON,282.30682
2009-08-06,LE RHONE A BREGNIER-CORDON,290.59326
2009-08-07,LE RHONE A BREGNIER-CORDON,288.79657
2009-08-08,LE RHONE A BREGNIER-CORDON,284.14188
2009-08-09,LE RHONE A BREGNIER-CORDON,278.2718
2009-08-10,LE RHONE A BREGNIER-CORDON,271.96063
2009-08-11,LE RHONE A BREGNIER-CORDON,265.84033
2009-08-12,LE RHONE A BREGNIER-CORDON,258.25848
2009-08-13,LE RHONE A BREGNIER-CORDON,248.73607
2009-08-14,LE RHONE A BREGNIER-CORDON,237.02068
2009-08-15,LE RHONE A BREGNIER-CORDON,223.66786
2009-08-16,LE RHONE A BREGNIER-CORDON,209.52258
2009-08-17,LE RHONE A BREGNIER-CORDON,195.122
2009-08-18,LE RHONE A BREGNIER-CORDON,180.60403
2009-08-19,LE RHONE A BREGNIER-CORDON,166.0611
2009-08-20,LE RHONE A BREGNIER-CORDON,151.82942
2009-08-21,LE RHONE A BREGNIER-CORDON,138.41374
2009-08-22,LE RHONE A BREGNIER-CORDON,126.31079
2009-08-23,LE RHONE A BREGNIER-CORDON,115.94978
2009-08-24,LE RHONE A BREGNIER-CORDON,107.53571
2009-08-25,LE RHONE A BREGNIER-CORDON,100.80744
2009-08-26,LE RHONE A BREGNIER-CORDON,95.038414
2009-08-27,LE RHONE A BREGNIER-CORDON,89.368935
2009-08-28,LE RHONE A BREGNIER-CORDON,83.19755
2009-08-29,LE RHONE A BREGNIER-CORDON,76.36572
2009-08-30,LE RHONE A BREGNIER-CORDON,69.097725
2009-08-31,LE RHONE A BREGNIER-CORDON,61.809284
2009-09-01,LE RHONE A BREGNIER-CORDON,54.90697
2009-09-02,LE RHONE A BREGNIER-CORDON,48.65316
2009-09-03,LE RHONE A BREGNIER-CORDON,43.121426
2009-09-04,LE RHONE A BREGNIER-CORDON,38.23453
2009-09-05,LE RHONE A BREGNIER-CORDON,34.556866
2009-09-06,LE RHONE A BREGNIER-CORDON,35.025352
2009-09-07,LE RHONE A BREGNIER-CORDON,36.527428
2009-09-08,LE RHONE A BREGNIER-CORDON,40.55601
2009-09-09,LE RHONE A BREGNIER-CORDON,46.50909
2009-09-10,LE RHONE A BREGNIER-CORDON,53.038727
2009-09-11,LE RHONE A BREGNIER-CORDON,58.478237
2009-09-12,LE RHONE A BREGNIER-CORDON,61.36096
2009-09-13,LE RHONE A BREGNIER-CORDON,60.94545
2009-09-14,LE RHONE A BREGNIER-CORDON,57.412548
2009-09-15,LE RHONE A BREGNIER-CORDON,51.123695
2009-09-16,LE RHONE A BREGNIER-CORDON,44.72026
2009-09-17,LE RHONE A BREGNIER-CORDON,39.430763
2009-09-18,LE RHONE A BREGNIER-CORDON,37.23281
2009-09-19,LE RHONE A BREGNIER-CORDON,38.260605
2009-09-20,LE RHONE A BREGNIER-CORDON,40.880005
2009-09-21,LE RHONE A BREGNIER-CORDON,42.88368
2009-09-22,LE RHONE A BREGNIER-CORDON,62.120182
2009-09-23,LE RHONE A BREGNIER-CORDON,74.04573
2009-09-24,LE RHONE A BREGNIER-CORDON,104.051994
2009-09-25,LE RHONE A BREGNIER-CORDON,126.929146
2009-09-26,LE RHONE A BREGNIER-CORDON,137.2324
2009-09-27,LE RHONE A BREGNIER-CORDON,136.35307
2009-09-28,LE RHONE A BREGNIER-CORDON,127.68595
2009-09-29,LE RHONE A BREGNIER-CORDON,130.14543
2009-09-30,LE RHONE A BREGNIER-CORDON,130.46658
2009-10-01,LE RHONE A BREGNIER-CORDON,126.64489
2009-10-02,LE RHONE A BREGNIER-CORDON,118.973145
2009-10-03,LE RHONE A BREGNIER-CORDON,120.230225
2009-10-04,LE RHONE A BREGNIER-CORDON,119.13028
2009-10-05,LE RHONE A BREGNIER-CORDON,114.16516
2009-10-06,LE RHONE A BREGNIER-CORDON,106.967316
2009-10-07,LE RHONE A BREGNIER-CORDON,111.71135
2009-10-08,LE RHONE A BREGNIER-CORDON,111.776115
2009-10-09,LE RHONE A BREGNIER-CORDON,107.948616
2009-10-10,LE RHONE A BREGNIER-CORDON,101.58265
2009-10-11,LE RHONE A BREGNIER-CORDON,94.01935
2009-10-12,LE RHONE A BREGNIER-CORDON,85.41486
2009-10-13,LE RHONE A BREGNIER-CORDON,75.5501
2009-10-14,LE RHONE A BREGNIER-CORDON,64.533485
2009-10-15,LE RHONE A BREGNIER-CORDON,52.948322
2009-10-16,LE RHONE A BREGNIER-CORDON,41.628735
2009-10-17,LE RHONE A BREGNIER-CORDON,31.35929
2009-10-18,LE RHONE A BREGNIER-CORDON,22.667885
2009-10-19,LE RHONE A BREGNIER-CORDON,15.759801
2009-10-20,LE RHONE A BREGNIER-CORDON,15.663222
2009-10-21,LE RHONE A BREGNIER-CORDON,45.82005
2009-10-22,LE RHONE A BREGNIER-CORDON,62.560913
2009-10-23,LE RHONE A BREGNIER-CORDON,59.487366
2009-10-24,LE RHONE A BREGNIER-CORDON,45.02603
2009-10-25,LE RHONE A BREGNIER-CORDON,29.113348
2009-10-26,LE RHONE A BREGNIER-CORDON,16.799103
2009-10-27,LE RHONE A BREGNIER-CORDON,8.90366
2009-10-28,LE RHONE A BREGNIER-CORDON,4.4238186
2009-10-29,LE RHONE A BREGNIER-CORDON,2.1041043
2009-10-30,LE RHONE A BREGNIER-CORDON,36.308224
2009-10-31,LE RHONE A BREGNIER-CORDON,67.92357
2009-11-01,LE RHONE A BREGNIER-CORDON,75.144615
2009-11-02,LE RHONE A BREGNIER-CORDON,74.23657
2009-11-03,LE RHONE A BREGNIER-CORDON,73.52269
2009-11-04,LE RHONE A BREGNIER-CORDON,75.757904
2009-11-05,LE RHONE A BREGNIER-CORDON,79.06298
2009-11-06,LE RHONE A BREGNIER-CORDON,80.566956
2009-11-07,LE RHONE A BREGNIER-CORDON,78.451935
2009-11-08,LE RHONE A BREGNIER-CORDON,72.2996
2009-11-09,LE RHONE A BREGNIER-CORDON,62.801453
2009-11-10,LE RHONE A BREGNIER-CORDON,51.326336
2009-11-11,LE RHONE A BREGNIER-CORDON,39.45636
2009-11-12,LE RHONE A BREGNIER-CORDON,56.13466
2009-11-13,LE RHONE A BREGNIER-CORDON,58.984722
2009-11-14,LE RHONE A BREGNIER-CORDON,54.93227
2009-11-15,LE RHONE A BREGNIER-CORDON,41.906418
2009-11-16,LE RHONE A BREGNIER-CORDON,50.995476
2009-11-17,LE RHONE A BREGNIER-CORDON,188.36958
2009-11-18,LE RHONE A BREGNIER-CORDON,336.9421
2009-11-19,LE RHONE A BREGNIER-CORDON,371.89362
2009-11-20,LE RHONE A BREGNIER-CORDON,358.06226
2009-11-21,LE RHONE A BREGNIER-CORDON,355.66315
2009-11-22,LE RHONE A BREGNIER-CORDON,366.45178
2009-11-23,LE RHONE A BREGNIER-CORDON,395.22092
2009-11-24,LE RHONE A BREGNIER-CORDON,462.41025
2009-11-25,LE RHONE A BREGNIER-CORDON,482.43344
2009-11-26,LE RHONE A BREGNIER-CORDON,465.81454
2009-11-27,LE RHONE A BREGNIER-CORDON,497.8903
2009-11-28,LE RHONE A BREGNIER-CORDON,491.1154
2009-11-29,LE RHONE A BREGNIER-CORDON,430.55978
2009-11-30,LE RHONE A BREGNIER-CORDON,352.12845
2009-12-01,LE RHONE A BREGNIER-CORDON,293.82556
2009-12-02,LE RHONE A BREGNIER-CORDON,242.20885
2009-12-03,LE RHONE A BREGNIER-CORDON,197.14429
2009-12-04,LE RHONE A BREGNIER-CORDON,178.77512
2009-12-05,LE RHONE A BREGNIER-CORDON,313.53387
2009-12-06,LE RHONE A BREGNIER-CORDON,338.3167
2009-12-07,LE RHONE A BREGNIER-CORDON,364.6282
2009-12-08,LE RHONE A BREGNIER-CORDON,345.7278
2009-12-09,LE RHONE A BREGNIER-CORDON,352.9652
2009-12-10,LE RHONE A BREGNIER-CORDON,353.10883
2009-12-11,LE RHONE A BREGNIER-CORDON,352.45496
2009-12-12,LE RHONE A BREGNIER-CORDON,345.17084
2009-12-13,LE RHONE A BREGNIER-CORDON,327.2868
2009-12-14,LE RHONE A BREGNIER-CORDON,298.91513
2009-12-15,LE RHONE A BREGNIER-CORDON,268.47998
2009-12-16,LE RHONE A BREGNIER-CORDON,276.60233
2009-12-17,LE RHONE A BREGNIER-CORDON,250.6252
2009-12-18,LE RHONE A BREGNIER-CORDON,204.74902
2009-12-19,LE RHONE A BREGNIER-CORDON,160.80783
2009-12-20,LE RHONE A BREGNIER-CORDON,136.51479
2009-12-21,LE RHONE A BREGNIER-CORDON,111.99793
2009-12-22,LE RHONE A BREGNIER-CORDON,106.24609
2009-12-23,LE RHONE A BREGNIER-CORDON,246.88731
2009-12-24,LE RHONE A BREGNIER-CORDON,271.02823
2009-12-25,LE RHONE A BREGNIER-CORDON,291.48776
2009-12-26,LE RHONE A BREGNIER-CORDON,294.06192
2009-12-27,LE RHONE A BREGNIER-CORDON,286.5905
2009-12-28,LE RHONE A BREGNIER-CORDON,268.88043
2009-12-29,LE RHONE A BREGNIER-CORDON,245.22064
2009-12-30,LE RHONE A BREGNIER-CORDON,232.10626
2009-12-31,LE RHONE A BREGNIER-CORDON,360.67795
2010-01-01,LE RHONE A BREGNIER-CORDON,387.42514
2010-01-02,LE RHONE A BREGNIER-CORDON,361.7009
2010-01-03,LE RHONE A BREGNIER-CORDON,307.53574
2010-01-04,LE RHONE A BREGNIER-CORDON,246.90755
2010-01-05,LE RHONE A BREGNIER-CORDON,189.37575
2010-01-06,LE RHONE A BREGNIER-CORDON,138.33824
2010-01-07,LE RHONE A BREGNIER-CORDON,95.6949
2010-01-08,LE RHONE A BREGNIER-CORDON,62.591957
2010-01-09,LE RHONE A BREGNIER-CORDON,40.169468
2010-01-10,LE RHONE A BREGNIER-CORDON,26.581852
2010-01-11,LE RHONE A BREGNIER-CORDON,18.943127
2010-01-12,LE RHONE A BREGNIER-CORDON,14.534931
2010-01-13,LE RHONE A BREGNIER-CORDON,11.8239975
2010-01-14,LE RHONE A BREGNIER-CORDON,10.25622
2010-01-15,LE RHONE A BREGNIER-CORDON,9.573481
2010-01-16,LE RHONE A BREGNIER-CORDON,9.391038
2010-01-17,LE RHONE A BREGNIER-CORDON,9.218118
2010-01-18,LE RHONE A BREGNIER-CORDON,8.677182
2010-01-19,LE RHONE A BREGNIER-CORDON,7.6505036
2010-01-20,LE RHONE A BREGNIER-CORDON,6.2620654
2010-01-21,LE RHONE A BREGNIER-CORDON,4.753794
2010-01-22,LE RHONE A BREGNIER-CORDON,3.3556929
2010-01-23,LE RHONE A BREGNIER-CORDON,2.211343
2010-01-24,LE RHONE A BREGNIER-CORDON,1.3662512
2010-01-25,LE RHONE A BREGNIER-CORDON,0.7947883
2010-01-26,LE RHONE A BREGNIER-CORDON,0.4370977
2010-01-27,LE RHONE A BREGNIER-CORDON,0.22812346
2010-01-28,LE RHONE A BREGNIER-CORDON,0.11339228
2010-01-29,LE RHONE A BREGNIER-CORDON,0.05386164
2010-01-30,LE RHONE A BREGNIER-CORDON,0.024525717
2010-01-31,LE RHONE A BREGNIER-CORDON,0.010736729
2010-02-01,LE RHONE A BREGNIER-CORDON,0.0049789622
2010-02-02,LE RHONE A BREGNIER-CORDON,86.70954
2010-02-03,LE RHONE A BREGNIER-CORDON,225.27547
2010-02-04,LE RHONE A BREGNIER-CORDON,257.71466
2010-02-05,LE RHONE A BREGNIER-CORDON,235.79596
2010-02-06,LE RHONE A BREGNIER-CORDON,210.33937
2010-02-07,LE RHONE A BREGNIER-CORDON,183.25562
2010-02-08,LE RHONE A BREGNIER-CORDON,219.35286
2010-02-09,LE RHONE A BREGNIER-CORDON,212.94873
2010-02-10,LE RHONE A BREGNIER-CORDON,193.21991
2010-02-11,LE RHONE A BREGNIER-CORDON,165.42433
2010-02-12,LE RHONE A BREGNIER-CORDON,133.55429
2010-02-13,LE RHONE A BREGNIER-CORDON,101.45194
2010-02-14,LE RHONE A BREGNIER-CORDON,72.445984
2010-02-15,LE RHONE A BREGNIER-CORDON,52.656612
2010-02-16,LE RHONE A BREGNIER-CORDON,45.156616
2010-02-17,LE RHONE A BREGNIER-CORDON,39.24278
2010-02-18,LE RHONE A BREGNIER-CORDON,40.67318
2010-02-19,LE RHONE A BREGNIER-CORDON,68.68499
2010-02-20,LE RHONE A BREGNIER-CORDON,271.75946
2010-02-21,LE RHONE A BREGNIER-CORDON,336.12396
2010-02-22,LE RHONE A BREGNIER-CORDON,318.56796
2010-02-23,LE RHONE A BREGNIER-CORDON,268.43106
2010-02-24,LE RHONE A BREGNIER-CORDON,321.00394
2010-02-25,LE RHONE A BREGNIER-CORDON,396.05466
2010-02-26,LE RHONE A BREGNIER-CORDON,474.7959
2010-02-27,LE RHONE A BREGNIER-CORDON,548.98486
2010-02-28,LE RHONE A BREGNIER-CORDON,579.7916
2010-03-01,LE RHONE A BREGNIER-CORDON,713.05444
2010-03-02,LE RHONE A BREGNIER-CORDON,716.9488
2010-03-03,LE RHONE A BREGNIER-CORDON,652.08
2010-03-04,LE RHONE A BREGNIER-CORDON,575.991
2010-03-05,LE RHONE A BREGNIER-CORDON,536.6292
2010-03-06,LE RHONE A BREGNIER-CORDON,669.6656
2010-03-07,LE RHONE A BREGNIER-CORDON,761.66644
2010-03-08,LE RHONE A BREGNIER-CORDON,877.4173
2010-03-09,LE RHONE A BREGNIER-CORDON,895.4059
2010-03-10,LE RHONE A BREGNIER-CORDON,882.354
2010-03-11,LE RHONE A BREGNIER-CORDON,853.0994
2010-03-12,LE RHONE A BREGNIER-CORDON,801.0764
2010-03-13,LE RHONE A BREGNIER-CORDON,731.557
2010-03-14,LE RHONE A BREGNIER-CORDON,815.8161
2010-03-15,LE RHONE A BREGNIER-CORDON,788.1625
2010-03-16,LE RHONE A BREGNIER-CORDON,703.08026
2010-03-17,LE RHONE A BREGNIER-CORDON,595.59674
2010-03-18,LE RHONE A BREGNIER-CORDON,712.6874
2010-03-19,LE RHONE A BREGNIER-CORDON,702.73846
2010-03-20,LE RHONE A BREGNIER-CORDON,976.8094
2010-03-21,LE RHONE A BREGNIER-CORDON,1024.2633
2010-03-22,LE RHONE A BREGNIER-CORDON,932.4098
2010-03-23,LE RHONE A BREGNIER-CORDON,765.2148
2010-03-24,LE RHONE A BREGNIER-CORDON,587.99536
2010-03-25,LE RHONE A BREGNIER-CORDON,453.64105
2010-03-26,LE RHONE A BREGNIER-CORDON,333.53848
2010-03-27,LE RHONE A BREGNIER-CORDON,240.01233
2010-03-28,LE RHONE A BREGNIER-CORDON,171.11691
2010-03-29,LE RHONE A BREGNIER-CORDON,164.27274
2010-03-30,LE RHONE A BREGNIER-CORDON,210.59085
2010-03-31,LE RHONE A BREGNIER-CORDON,209.86252
2010-04-01,LE RHONE A BREGNIER-CORDON,360.17285
2010-04-02,LE RHONE A BREGNIER-CORDON,416.62744
2010-04-03,LE RHONE A BREGNIER-CORDON,439.313
2010-04-04,LE RHONE A BREGNIER-CORDON,389.5436
2010-04-05,LE RHONE A BREGNIER-CORDON,315.77438
2010-04-06,LE RHONE A BREGNIER-CORDON,240.36751
2010-04-07,LE RHONE A BREGNIER-CORDON,174.18481
2010-04-08,LE RHONE A BREGNIER-CORDON,121.08695
2010-04-09,LE RHONE A BREGNIER-CORDON,88.36356
2010-04-10,LE RHONE A BREGNIER-CORDON,214.68277
2010-04-11,LE RHONE A BREGNIER-CORDON,215.65714
2010-04-12,LE RHONE A BREGNIER-CORDON,186.75456
2010-04-13,LE RHONE A BREGNIER-CORDON,148.30411
2010-04-14,LE RHONE A BREGNIER-CORDON,112.84441
2010-04-15,LE RHONE A BREGNIER-CORDON,88.49658
2010-04-16,LE RHONE A BREGNIER-CORDON,69.6809
2010-04-17,LE RHONE A BREGNIER-CORDON,54.416336
2010-04-18,LE RHONE A BREGNIER-CORDON,45.801273
2010-04-19,LE RHONE A BREGNIER-CORDON,43.29072
2010-04-20,LE RHONE A BREGNIER-CORDON,46.024357
2010-04-21,LE RHONE A BREGNIER-CORDON,53.287544
2010-04-22,LE RHONE A BREGNIER-CORDON,64.89663
2010-04-23,LE RHONE A BREGNIER-CORDON,80.91374
2010-04-24,LE RHONE A BREGNIER-CORDON,100.752785
2010-04-25,LE RHONE A BREGNIER-CORDON,124.46353
2010-04-26,LE RHONE A BREGNIER-CORDON,150.483
2010-04-27,LE RHONE A BREGNIER-CORDON,174.0284
2010-04-28,LE RHONE A BREGNIER-CORDON,188.2708
2010-04-29,LE RHONE A BREGNIER-CORDON,188.52571
2010-04-30,LE RHONE A BREGNIER-CORDON,174.91565
2010-05-01,LE RHONE A BREGNIER-CORDON,151.36697
2010-05-02,LE RHONE A BREGNIER-CORDON,152.68729
2010-05-03,LE RHONE A BREGNIER-CORDON,134.1703
2010-05-04,LE RHONE A BREGNIER-CORDON,106.8657
2010-05-05,LE RHONE A BREGNIER-CORDON,78.73324
2010-05-06,LE RHONE A BREGNIER-CORDON,56.891613
2010-05-07,LE RHONE A BREGNIER-CORDON,52.835594
2010-05-08,LE RHONE A BREGNIER-CORDON,70.71764
2010-05-09,LE RHONE A BREGNIER-CORDON,152.84535
2010-05-10,LE RHONE A BREGNIER-CORDON,213.95633
2010-05-11,LE RHONE A BREGNIER-CORDON,249.55302
2010-05-12,LE RHONE A BREGNIER-CORDON,263.17667
2010-05-13,LE RHONE A BREGNIER-CORDON,270.0399
2010-05-14,LE RHONE A BREGNIER-CORDON,269.98254
2010-05-15,LE RHONE A BREGNIER-CORDON,262.483
2010-05-16,LE RHONE A BREGNIER-CORDON,249.36652
2010-05-17,LE RHONE A BREGNIER-CORDON,322.04642
2010-05-18,LE RHONE A BREGNIER-CORDON,367.33167
2010-05-19,LE RHONE A BREGNIER-CORDON,401.968
2010-05-20,LE RHONE A BREGNIER-CORDON,430.26044
2010-05-21,LE RHONE A BREGNIER-CORDON,464.5925
2010-05-22,LE RHONE A BREGNIER-CORDON,513.354
2010-05-23,LE RHONE A BREGNIER-CORDON,575.4555
2010-05-24,LE RHONE A BREGNIER-CORDON,639.4315
2010-05-25,LE RHONE A BREGNIER-CORDON,691.0069
2010-05-26,LE RHONE A BREGNIER-CORDON,718.5705
2010-05-27,LE RHONE A BREGNIER-CORDON,733.5689
2010-05-28,LE RHONE A BREGNIER-CORDON,803.1043
2010-05-29,LE RHONE A BREGNIER-CORDON,893.21204
2010-05-30,LE RHONE A BREGNIER-CORDON,918.2916
2010-05-31,LE RHONE A BREGNIER-CORDON,886.1925
2010-06-01,LE RHONE A BREGNIER-CORDON,805.152
2010-06-02,LE RHONE A BREGNIER-CORDON,691.3598
2010-06-03,LE RHONE A BREGNIER-CORDON,565.846
2010-06-04,LE RHONE A BREGNIER-CORDON,448.4289
2010-06-05,LE RHONE A BREGNIER-CORDON,352.44238
2010-06-06,LE RHONE A BREGNIER-CORDON,283.27768
2010-06-07,LE RHONE A BREGNIER-CORDON,240.43752
2010-06-08,LE RHONE A BREGNIER-CORDON,216.39558
2010-06-09,LE RHONE A BREGNIER-CORDON,203.69951
2010-06-10,LE RHONE A BREGNIER-CORDON,195.49457
2010-06-11,LE RHONE A BREGNIER-CORDON,187.18037
2010-06-12,LE RHONE A BREGNIER-CORDON,177.02141
2010-06-13,LE RHONE A BREGNIER-CORDON,165.67374
2010-06-14,LE RHONE A BREGNIER-CORDON,154.89879
2010-06-15,LE RHONE A BREGNIER-CORDON,146.22997
2010-06-16,LE RHONE A BREGNIER-CORDON,140.29388
2010-06-17,LE RHONE A BREGNIER-CORDON,137.18188
2010-06-18,LE RHONE A BREGNIER-CORDON,137.9923
2010-06-19,LE RHONE A BREGNIER-CORDON,142.0537
2010-06-20,LE RHONE A BREGNIER-CORDON,148.86453
2010-06-21,LE RHONE A BREGNIER-CORDON,193.07166
2010-06-22,LE RHONE A BREGNIER-CORDON,226.18073
2010-06-23,LE RHONE A BREGNIER-CORDON,253.34995
2010-06-24,LE RHONE A BREGNIER-CORDON,285.49435
2010-06-25,LE RHONE A BREGNIER-CORDON,319.00986
2010-06-26,LE RHONE A BREGNIER-CORDON,387.48627
2010-06-27,LE RHONE A BREGNIER-CORDON,458.41803
2010-06-28,LE RHONE A BREGNIER-CORDON,521.1795
2010-06-29,LE RHONE A BREGNIER-CORDON,543.09344
2010-06-30,LE RHONE A BREGNIER-CORDON,531.2212
2010-07-01,LE RHONE A BREGNIER-CORDON,497.01392
2010-07-02,LE RHONE A BREGNIER-CORDON,451.2333
2010-07-03,LE RHONE A BREGNIER-CORDON,453.15582
2010-07-04,LE RHONE A BREGNIER-CORDON,441.0124
2010-07-05,LE RHONE A BREGNIER-CORDON,422.05475
2010-07-06,LE RHONE A BREGNIER-CORDON,398.3711
2010-07-07,LE RHONE A BREGNIER-CORDON,375.92697
2010-07-08,LE RHONE A BREGNIER-CORDON,358.266
2010-07-09,LE RHONE A BREGNIER-CORDON,346.1952
2010-07-10,LE RHONE A BREGNIER-CORDON,338.96997
2010-07-11,LE RHONE A BREGNIER-CORDON,334.56458
2010-07-12,LE RHONE A BREGNIER-CORDON,382.0617
2010-07-13,LE RHONE A BREGNIER-CORDON,410.9111
2010-07-14,LE RHONE A BREGNIER-CORDON,430.21817
2010-07-15,LE RHONE A BREGNIER-CORDON,439.3998
2010-07-16,LE RHONE A BREGNIER-CORDON,438.50452
2010-07-17,LE RHONE A BREGNIER-CORDON,426.09183
2010-07-18,LE RHONE A BREGNIER-CORDON,401.50262
2010-07-19,LE RHONE A BREGNIER-CORDON,366.64563
2010-07-20,LE RHONE A BREGNIER-CORDON,325.71793
2010-07-21,LE RHONE A BREGNIER-CORDON,283.90952
2010-07-22,LE RHONE A BREGNIER-CORDON,245.9619
2010-07-23,LE RHONE A BREGNIER-CORDON,214.99213
2010-07-24,LE RHONE A BREGNIER-CORDON,191.96657
2010-07-25,LE RHONE A BREGNIER-CORDON,175.99399
2010-07-26,LE RHONE A BREGNIER-CORDON,165.16177
2010-07-27,LE RHONE A BREGNIER-CORDON,157.443
2010-07-28,LE RHONE A BREGNIER-CORDON,151.32585
2010-07-29,LE RHONE A BREGNIER-CORDON,146.01349
2010-07-30,LE RHONE A BREGNIER-CORDON,141.20729
2010-07-31,LE RHONE A BREGNIER-CORDON,136.67499
2010-08-01,LE RHONE A BREGNIER-CORDON,131.92688
2010-08-02,LE RHONE A BREGNIER-CORDON,126.227715
2010-08-03,LE RHONE A BREGNIER-CORDON,118.910934
2010-08-04,LE RHONE A BREGNIER-CORDON,109.811104
2010-08-05,LE RHONE A BREGNIER-CORDON,99.38607
2010-08-06,LE RHONE A BREGNIER-CORDON,88.5519
2010-08-07,LE RHONE A BREGNIER-CORDON,78.4021
2010-08-08,LE RHONE A BREGNIER-CORDON,69.87204
2010-08-09,LE RHONE A BREGNIER-CORDON,63.44519
2010-08-10,LE RHONE A BREGNIER-CORDON,59.05006
2010-08-11,LE RHONE A BREGNIER-CORDON,56.186966
2010-08-12,LE RHONE A BREGNIER-CORDON,54.17145
2010-08-13,LE RHONE A BREGNIER-CORDON,52.35133
2010-08-14,LE RHONE A BREGNIER-CORDON,50.29596
2010-08-15,LE RHONE A BREGNIER-CORDON,47.777153
2010-08-16,LE RHONE A BREGNIER-CORDON,53.163517
2010-08-17,LE RHONE A BREGNIER-CORDON,54.439766
2010-08-18,LE RHONE A BREGNIER-CORDON,53.373615
2010-08-19,LE RHONE A BREGNIER-CORDON,50.813942
2010-08-20,LE RHONE A BREGNIER-CORDON,47.926476
2010-08-21,LE RHONE A BREGNIER-CORDON,48.048912
