time,station,debit
2010-01-31,LE RHONE A ST-VALLIER,3.8523583
2010-02-01,LE RHONE A ST-VALLIER,2.8454864
2010-02-02,LE RHONE A ST-VALLIER,25.899496
2010-02-03,LE RHONE A ST-VALLIER,70.0907
2010-02-04,LE RHONE A ST-VALLIER,118.05106
2010-02-05,LE RHONE A ST-VALLIER,188.28366
2010-02-06,LE RHONE A ST-VALLIER,272.73682
2010-02-07,LE RHONE A ST-VALLIER,350.49478
2010-02-08,LE RHONE A ST-VALLIER,416.27512
2010-02-09,LE RHONE A ST-VALLIER,464.62704
2010-02-10,LE RHONE A ST-VALLIER,496.38647
2010-02-11,LE RHONE A ST-VALLIER,514.90845
2010-02-12,LE RHONE A ST-VALLIER,522.7318
2010-02-13,LE RHONE A ST-VALLIER,520.86676
2010-02-14,LE RHONE A ST-VALLIER,509.5623
2010-02-15,LE RHONE A ST-VALLIER,490.29764
2010-02-16,LE RHONE A ST-VALLIER,463.21744
2010-02-17,LE RHONE A ST-VALLIER,430.69504
2010-02-18,LE RHONE A ST-VALLIER,396.6418
2010-02-19,LE RHONE A ST-VALLIER,364.4453
2010-02-20,LE RHONE A ST-VALLIER,399.09317
2010-02-21,LE RHONE A ST-VALLIER,405.16125
2010-02-22,LE RHONE A ST-VALLIER,422.2565
2010-02-23,LE RHONE A ST-VALLIER,466.5433
2010-02-24,LE RHONE A ST-VALLIER,533.75104
2010-02-25,LE RHONE A ST-VALLIER,611.96387
2010-02-26,LE RHONE A ST-VALLIER,733.82794
2010-02-27,LE RHONE A ST-VALLIER,807.4567
2010-02-28,LE RHONE A ST-VALLIER,937.18494
2010-03-01,LE RHONE A ST-VALLIER,1093.7977
2010-03-02,LE RHONE A ST-VALLIER,1222.8688
2010-03-03,LE RHONE A ST-VALLIER,1339.6146
2010-03-04,LE RHONE A ST-VALLIER,1430.8839
2010-03-05,LE RHONE A ST-VALLIER,1519.4376
2010-03-06,LE RHONE A ST-VALLIER,1555.7837
2010-03-07,LE RHONE A ST-VALLIER,1555.4426
2010-03-08,LE RHONE A ST-VALLIER,1546.0223
2010-03-09,LE RHONE A ST-VALLIER,1548.7247
2010-03-10,LE RHONE A ST-VALLIER,1571.7445
2010-03-11,LE RHONE A ST-VALLIER,1609.6483
2010-03-12,LE RHONE A ST-VALLIER,1648.9633
2010-03-13,LE RHONE A ST-VALLIER,1676.1401
2010-03-14,LE RHONE A ST-VALLIER,1740.2805
2010-03-15,LE RHONE A ST-VALLIER,1748.2916
2010-03-16,LE RHONE A ST-VALLIER,1769.151
2010-03-17,LE RHONE A ST-VALLIER,1772.8735
2010-03-18,LE RHONE A ST-VALLIER,1922.2512
2010-03-19,LE RHONE A ST-VALLIER,1969.8898
2010-03-20,LE RHONE A ST-VALLIER,1996.6788
2010-03-21,LE RHONE A ST-VALLIER,2021.7046
2010-03-22,LE RHONE A ST-VALLIER,2054.9316
2010-03-23,LE RHONE A ST-VALLIER,2095.6672
2010-03-24,LE RHONE A ST-VALLIER,2125.7651
2010-03-25,LE RHONE A ST-VALLIER,2128.8103
2010-03-26,LE RHONE A ST-VALLIER,2075.793
2010-03-27,LE RHONE A ST-VALLIER,1959.8458
2010-03-28,LE RHONE A ST-VALLIER,1793.9733
2010-03-29,LE RHONE A ST-VALLIER,1736.0262
2010-03-30,LE RHONE A ST-VALLIER,1592.3684
2010-03-31,LE RHONE A ST-VALLIER,1369.62
2010-04-01,LE RHONE A ST-VALLIER,1175.0453
2010-04-02,LE RHONE A ST-VALLIER,1029.9637
2010-04-03,LE RHONE A ST-VALLIER,974.2919
2010-04-04,LE RHONE A ST-VALLIER,944.8358
2010-04-05,LE RHONE A ST-VALLIER,939.48065
2010-04-06,LE RHONE A ST-VALLIER,943.92773
2010-04-07,LE RHONE A ST-VALLIER,940.40314
2010-04-08,LE RHONE A ST-VALLIER,916.298
2010-04-09,LE RHONE A ST-VALLIER,867.08887
2010-04-10,LE RHONE A ST-VALLIER,969.3537
2010-04-11,LE RHONE A ST-VALLIER,951.2435
2010-04-12,LE RHONE A ST-VALLIER,877.96796
2010-04-13,LE RHONE A ST-VALLIER,799.5854
2010-04-14,LE RHONE A ST-VALLIER,727.6779
2010-04-15,LE RHONE A ST-VALLIER,658.9851
2010-04-16,LE RHONE A ST-VALLIER,584.2701
2010-04-17,LE RHONE A ST-VALLIER,502.77228
2010-04-18,LE RHONE A ST-VALLIER,422.84787
2010-04-19,LE RHONE A ST-VALLIER,350.87823
2010-04-20,LE RHONE A ST-VALLIER,289.76236
2010-04-21,LE RHONE A ST-VALLIER,240.2722
2010-04-22,LE RHONE A ST-VALLIER,231.40717
2010-04-23,LE RHONE A ST-VALLIER,198.468
2010-04-24,LE RHONE A ST-VALLIER,168.58797
2010-04-25,LE RHONE A ST-VALLIER,154.58275
2010-04-26,LE RHONE A ST-VALLIER,153.37381
2010-04-27,LE RHONE A ST-VALLIER,162.29999
2010-04-28,LE RHONE A ST-VALLIER,178.81453
2010-04-29,LE RHONE A ST-VALLIER,199.88971
2010-04-30,LE RHONE A ST-VALLIER,222.28749
2010-05-01,LE RHONE A ST-VALLIER,253.5997
2010-05-02,LE RHONE A ST-VALLIER,280.06305
2010-05-03,LE RHONE A ST-VALLIER,297.28412
2010-05-04,LE RHONE A ST-VALLIER,309.307
2010-05-05,LE RHONE A ST-VALLIER,317.4716
2010-05-06,LE RHONE A ST-VALLIER,319.03976
2010-05-07,LE RHONE A ST-VALLIER,310.3456
2010-05-08,LE RHONE A ST-VALLIER,290.51477
2010-05-09,LE RHONE A ST-VALLIER,285.9705
2010-05-10,LE RHONE A ST-VALLIER,282.61707
2010-05-11,LE RHONE A ST-VALLIER,288.094
2010-05-12,LE RHONE A ST-VALLIER,307.89917
2010-05-13,LE RHONE A ST-VALLIER,339.12396
2010-05-14,LE RHONE A ST-VALLIER,371.4671
2010-05-15,LE RHONE A ST-VALLIER,395.1116
2010-05-16,LE RHONE A ST-VALLIER,405.663
2010-05-17,LE RHONE A ST-VALLIER,461.5014
2010-05-18,LE RHONE A ST-VALLIER,458.85156
2010-05-19,LE RHONE A ST-VALLIER,451.85324
2010-05-20,LE RHONE A ST-VALLIER,458.8
2010-05-21,LE RHONE A ST-VALLIER,480.18448
2010-05-22,LE RHONE A ST-VALLIER,506.10535
2010-05-23,LE RHONE A ST-VALLIER,531.9177
2010-05-24,LE RHONE A ST-VALLIER,557.0501
2010-05-25,LE RHONE A ST-VALLIER,583.3333
2010-05-26,LE RHONE A ST-VALLIER,612.9517
2010-05-27,LE RHONE A ST-VALLIER,650.3107
2010-05-28,LE RHONE A ST-VALLIER,705.4312
2010-05-29,LE RHONE A ST-VALLIER,884.17676
2010-05-30,LE RHONE A ST-VALLIER,959.5756
2010-05-31,LE RHONE A ST-VALLIER,1027.596
2010-06-01,LE RHONE A ST-VALLIER,1107.6932
2010-06-02,LE RHONE A ST-VALLIER,1179.921
2010-06-03,LE RHONE A ST-VALLIER,1222.0248
2010-06-04,LE RHONE A ST-VALLIER,1222.4539
2010-06-05,LE RHONE A ST-VALLIER,1188.8087
2010-06-06,LE RHONE A ST-VALLIER,1114.4542
2010-06-07,LE RHONE A ST-VALLIER,1016.9639
2010-06-08,LE RHONE A ST-VALLIER,909.7265
2010-06-09,LE RHONE A ST-VALLIER,802.0995
2010-06-10,LE RHONE A ST-VALLIER,699.6564
2010-06-11,LE RHONE A ST-VALLIER,606.5234
2010-06-12,LE RHONE A ST-VALLIER,524.95935
2010-06-13,LE RHONE A ST-VALLIER,455.3373
2010-06-14,LE RHONE A ST-VALLIER,396.6712
2010-06-15,LE RHONE A ST-VALLIER,347.2981
2010-06-16,LE RHONE A ST-VALLIER,305.49295
2010-06-17,LE RHONE A ST-VALLIER,269.9619
2010-06-18,LE RHONE A ST-VALLIER,240.10497
2010-06-19,LE RHONE A ST-VALLIER,215.83311
2010-06-20,LE RHONE A ST-VALLIER,197.08775
2010-06-21,LE RHONE A ST-VALLIER,193.34442
2010-06-22,LE RHONE A ST-VALLIER,193.0067
2010-06-23,LE RHONE A ST-VALLIER,201.14767
2010-06-24,LE RHONE A ST-VALLIER,219.05426
2010-06-25,LE RHONE A ST-VALLIER,243.8465
2010-06-26,LE RHONE A ST-VALLIER,272.9917
2010-06-27,LE RHONE A ST-VALLIER,306.61578
2010-06-28,LE RHONE A ST-VALLIER,349.64114
2010-06-29,LE RHONE A ST-VALLIER,407.17795
2010-06-30,LE RHONE A ST-VALLIER,479.36404
2010-07-01,LE RHONE A ST-VALLIER,558.7499
2010-07-02,LE RHONE A ST-VALLIER,632.29913
2010-07-03,LE RHONE A ST-VALLIER,688.3669
2010-07-04,LE RHONE A ST-VALLIER,719.1723
2010-07-05,LE RHONE A ST-VALLIER,726.02155
2010-07-06,LE RHONE A ST-VALLIER,715.1619
2010-07-07,LE RHONE A ST-VALLIER,693.26996
2010-07-08,LE RHONE A ST-VALLIER,664.83435
2010-07-09,LE RHONE A ST-VALLIER,632.196
2010-07-10,LE RHONE A ST-VALLIER,596.8205
2010-07-11,LE RHONE A ST-VALLIER,560.3218
2010-07-12,LE RHONE A ST-VALLIER,530.5833
2010-07-13,LE RHONE A ST-VALLIER,506.69135
2010-07-14,LE RHONE A ST-VALLIER,493.2957
2010-07-15,LE RHONE A ST-VALLIER,493.62402
2010-07-16,LE RHONE A ST-VALLIER,506.5275
2010-07-17,LE RHONE A ST-VALLIER,527.4277
2010-07-18,LE RHONE A ST-VALLIER,550.5176
2010-07-19,LE RHONE A ST-VALLIER,570.4836
2010-07-20,LE RHONE A ST-VALLIER,583.29645
2010-07-21,LE RHONE A ST-VALLIER,586.3066
2010-07-22,LE RHONE A ST-VALLIER,578.05054
2010-07-23,LE RHONE A ST-VALLIER,558.1445
2010-07-24,LE RHONE A ST-VALLIER,527.3584
2010-07-25,LE RHONE A ST-VALLIER,487.66553
2010-07-26,LE RHONE A ST-VALLIER,442.053
2010-07-27,LE RHONE A ST-VALLIER,394.0424
2010-07-28,LE RHONE A ST-VALLIER,347.05255
2010-07-29,LE RHONE A ST-VALLIER,303.82764
2010-07-30,LE RHONE A ST-VALLIER,266.1014
2010-07-31,LE RHONE A ST-VALLIER,234.5599
2010-08-01,LE RHONE A ST-VALLIER,209.03615
2010-08-02,LE RHONE A ST-VALLIER,188.80965
2010-08-03,LE RHONE A ST-VALLIER,172.89006
2010-08-04,LE RHONE A ST-VALLIER,160.31226
2010-08-05,LE RHONE A ST-VALLIER,149.8706
2010-08-06,LE RHONE A ST-VALLIER,140.69711
2010-08-07,LE RHONE A ST-VALLIER,132.07034
2010-08-08,LE RHONE A ST-VALLIER,123.45307
2010-08-09,LE RHONE A ST-VALLIER,114.56687
2010-08-10,LE RHONE A ST-VALLIER,105.41435
2010-08-11,LE RHONE A ST-VALLIER,96.2372
2010-08-12,LE RHONE A ST-VALLIER,87.41862
2010-08-13,LE RHONE A ST-VALLIER,79.356674
2010-08-14,LE RHONE A ST-VALLIER,72.3542
2010-08-15,LE RHONE A ST-VALLIER,66.53668
2010-08-16,LE RHONE A ST-VALLIER,62.343994
2010-08-17,LE RHONE A ST-VALLIER,59.624863
2010-08-18,LE RHONE A ST-VALLIER,58.846497
2010-08-19,LE RHONE A ST-VALLIER,59.891056
2010-08-20,LE RHONE A ST-VALLIER,61.916935
2010-08-21,LE RHONE A ST-VALLIER,63.82667
2010-08-22,LE RHONE A ST-VALLIER,64.66693
2010-08-23,LE RHONE A ST-VALLIER,64.366264
2010-08-24,LE RHONE A ST-VALLIER,63.50892
2010-08-25,LE RHONE A ST-VALLIER,63.003254
2010-08-26,LE RHONE A ST-VALLIER,63.66472
2010-08-27,LE RHONE A ST-VALLIER,66.238464
2010-08-28,LE RHONE A ST-VALLIER,70.81619
2010-08-29,LE RHONE A ST-VALLIER,77.167786
2010-08-30,LE RHONE A ST-VALLIER,84.68975
2010-08-31,LE RHONE A ST-VALLIER,92.43398
2010-09-01,LE RHONE A ST-VALLIER,99.5518
2010-09-02,LE RHONE A ST-VALLIER,105.57926
2010-09-03,LE RHONE A ST-VALLIER,110.42918
2010-09-04,LE RHONE A ST-VALLIER,114.19634
2010-09-05,LE RHONE A ST-VALLIER,116.91826
2010-09-06,LE RHONE A ST-VALLIER,118.409134
2010-09-07,LE RHONE A ST-VALLIER,118.245056
2010-09-08,LE RHONE A ST-VALLIER,115.90345
2010-09-09,LE RHONE A ST-VALLIER,110.98299
2010-09-10,LE RHONE A ST-VALLIER,103.39538
2010-09-11,LE RHONE A ST-VALLIER,93.44808
2010-09-12,LE RHONE A ST-VALLIER,82.80155
2010-09-13,LE RHONE A ST-VALLIER,71.70112
2010-09-14,LE RHONE A ST-VALLIER,61.739872
2010-09-15,LE RHONE A ST-VALLIER,54.164192
2010-09-16,LE RHONE A ST-VALLIER,51.025303
2010-09-17,LE RHONE A ST-VALLIER,53.65526
2010-09-18,LE RHONE A ST-VALLIER,62.043697
2010-09-19,LE RHONE A ST-VALLIER,75.159325
2010-09-20,LE RHONE A ST-VALLIER,91.33237
2010-09-21,LE RHONE A ST-VALLIER,108.39981
2010-09-22,LE RHONE A ST-VALLIER,123.93702
2010-09-23,LE RHONE A ST-VALLIER,135.66615
2010-09-24,LE RHONE A ST-VALLIER,142.39493
2010-09-25,LE RHONE A ST-VALLIER,143.75877
2010-09-26,LE RHONE A ST-VALLIER,140.7585
2010-09-27,LE RHONE A ST-VALLIER,135.18388
2010-09-28,LE RHONE A ST-VALLIER,128.74944
2010-09-29,LE RHONE A ST-VALLIER,122.67999
2010-09-30,LE RHONE A ST-VALLIER,117.61951
2010-10-01,LE RHONE A ST-VALLIER,113.62829
2010-10-02,LE RHONE A ST-VALLIER,110.27497
2010-10-03,LE RHONE A ST-VALLIER,106.89241
2010-10-04,LE RHONE A ST-VALLIER,103.00442
2010-10-05,LE RHONE A ST-VALLIER,98.585106
2010-10-06,LE RHONE A ST-VALLIER,96.464134
2010-10-07,LE RHONE A ST-VALLIER,98.09297
2010-10-08,LE RHONE A ST-VALLIER,104.980194
2010-10-09,LE RHONE A ST-VALLIER,117.33495
2010-10-10,LE RHONE A ST-VALLIER,132.73656
2010-10-11,LE RHONE A ST-VALLIER,147.65282
2010-10-12,LE RHONE A ST-VALLIER,159.24263
2010-10-13,LE RHONE A ST-VALLIER,166.02443
2010-10-14,LE RHONE A ST-VALLIER,167.6692
2010-10-15,LE RHONE A ST-VALLIER,164.5759
2010-10-16,LE RHONE A ST-VALLIER,157.48123
2010-10-17,LE RHONE A ST-VALLIER,147.22292
2010-10-18,LE RHONE A ST-VALLIER,134.62794
2010-10-19,LE RHONE A ST-VALLIER,120.48008
2010-10-20,LE RHONE A ST-VALLIER,105.517586
2010-10-21,LE RHONE A ST-VALLIER,90.42734
2010-10-22,LE RHONE A ST-VALLIER,75.82022
2010-10-23,LE RHONE A ST-VALLIER,78.46364
2010-10-24,LE RHONE A ST-VALLIER,66.884285
2010-10-25,LE RHONE A ST-VALLIER,54.475853
2010-10-26,LE RHONE A ST-VALLIER,44.251938
2010-10-27,LE RHONE A ST-VALLIER,35.63614
2010-10-28,LE RHONE A ST-VALLIER,28.382477
2010-10-29,LE RHONE A ST-VALLIER,26.752552
2010-10-30,LE RHONE A ST-VALLIER,24.10217
2010-10-31,LE RHONE A ST-VALLIER,70.37899
2010-11-01,LE RHONE A ST-VALLIER,83.34901
2010-11-02,LE RHONE A ST-VALLIER,98.364105
2010-11-03,LE RHONE A ST-VALLIER,128.06091
2010-11-04,LE RHONE A ST-VALLIER,169.69884
2010-11-05,LE RHONE A ST-VALLIER,215.119
2010-11-06,LE RHONE A ST-VALLIER,256.4982
2010-11-07,LE RHONE A ST-VALLIER,288.75558
2010-11-08,LE RHONE A ST-VALLIER,309.5112
2010-11-09,LE RHONE A ST-VALLIER,318.0265
2010-11-10,LE RHONE A ST-VALLIER,314.6386
2010-11-11,LE RHONE A ST-VALLIER,300.37997
2010-11-12,LE RHONE A ST-VALLIER,276.9818
2010-11-13,LE RHONE A ST-VALLIER,246.76779
2010-11-14,LE RHONE A ST-VALLIER,212.46086
2010-11-15,LE RHONE A ST-VALLIER,176.84142
2010-11-16,LE RHONE A ST-VALLIER,142.38252
2010-11-17,LE RHONE A ST-VALLIER,110.98091
2010-11-18,LE RHONE A ST-VALLIER,83.832405
2010-11-19,LE RHONE A ST-VALLIER,61.453995
2010-11-20,LE RHONE A ST-VALLIER,43.782196
2010-11-21,LE RHONE A ST-VALLIER,30.37054
2010-11-22,LE RHONE A ST-VALLIER,20.57438
2010-11-23,LE RHONE A ST-VALLIER,15.862853
2010-11-24,LE RHONE A ST-VALLIER,22.378937
2010-11-25,LE RHONE A ST-VALLIER,47.865242
2010-11-26,LE RHONE A ST-VALLIER,96.69877
2010-11-27,LE RHONE A ST-VALLIER,165.71584
2010-11-28,LE RHONE A ST-VALLIER,244.7033
2010-11-29,LE RHONE A ST-VALLIER,321.11063
2010-11-30,LE RHONE A ST-VALLIER,385.10767
2010-12-01,LE RHONE A ST-VALLIER,431.86377
2010-12-02,LE RHONE A ST-VALLIER,460.76846
2010-12-03,LE RHONE A ST-VALLIER,473.25012
2010-12-04,LE RHONE A ST-VALLIER,509.21286
2010-12-05,LE RHONE A ST-VALLIER,511.17133
2010-12-06,LE RHONE A ST-VALLIER,510.3127
2010-12-07,LE RHONE A ST-VALLIER,526.085
2010-12-08,LE RHONE A ST-VALLIER,559.8664
2010-12-09,LE RHONE A ST-VALLIER,616.56055
2010-12-10,LE RHONE A ST-VALLIER,696.1278
2010-12-11,LE RHONE A ST-VALLIER,788.65137
2010-12-12,LE RHONE A ST-VALLIER,877.0717
2010-12-13,LE RHONE A ST-VALLIER,947.5041
2010-12-14,LE RHONE A ST-VALLIER,990.79877
2010-12-15,LE RHONE A ST-VALLIER,1008.0404
2010-12-16,LE RHONE A ST-VALLIER,1004.32263
2010-12-17,LE RHONE A ST-VALLIER,984.54016
2010-12-18,LE RHONE A ST-VALLIER,951.3977
2010-12-19,LE RHONE A ST-VALLIER,905.1154
2010-12-20,LE RHONE A ST-VALLIER,845.3522
2010-12-21,LE RHONE A ST-VALLIER,772.3625
2010-12-22,LE RHONE A ST-VALLIER,689.0483
2010-12-23,LE RHONE A ST-VALLIER,600.0144
2010-12-24,LE RHONE A ST-VALLIER,508.91147
2010-12-25,LE RHONE A ST-VALLIER,420.7192
2010-12-26,LE RHONE A ST-VALLIER,339.48566
2010-12-27,LE RHONE A ST-VALLIER,268.4603
2010-12-28,LE RHONE A ST-VALLIER,218.34505
2010-12-29,LE RHONE A ST-VALLIER,183.0387
2010-12-30,LE RHONE A ST-VALLIER,164.85512
2010-12-31,LE RHONE A ST-VALLIER,173.30371
2009-01-01,LE RHONE A BREGNIER-CORDON,154.37944
2009-01-02,LE RHONE A BREGNIER-CORDON,188.1336
2009-01-03,LE RHONE A BREGNIER-CORDON,192.86093
2009-01-04,LE RHONE A BREGNIER-CORDON,195.0565
2009-01-05,LE RHONE A BREGNIER-CORDON,175.47826
2009-01-06,LE RHONE A BREGNIER-CORDON,147.88806
2009-01-07,LE RHONE A BREGNIER-CORDON,148.84746
2009-01-08,LE RHONE A BREGNIER-CORDON,147.12059
2009-01-09,LE RHONE A BREGNIER-CORDON,155.11977
2009-01-10,LE RHONE A BREGNIER-CORDON,164.25461
2009-01-11,LE RHONE A BREGNIER-CORDON,160.88803
2009-01-12,LE RHONE A BREGNIER-CORDON,150.41618
2009-01-13,LE RHONE A BREGNIER-CORDON,134.33005
2009-01-14,LE RHONE A BREGNIER-CORDON,142.41377
2009-01-15,LE RHONE A BREGNIER-CORDON,117.4035
2009-01-16,LE RHONE A BREGNIER-CORDON,91.942406
2009-01-17,LE RHONE A BREGNIER-CORDON,89.18048
2009-01-18,LE RHONE A BREGNIER-CORDON,70.9355
2009-01-19,LE RHONE A BREGNIER-CORDON,55.54722
2009-01-20,LE RHONE A BREGNIER-CORDON,42.31079
2009-01-21,LE RHONE A BREGNIER-CORDON,30.617008
2009-01-22,LE RHONE A BREGNIER-CORDON,20.850782
2009-01-23,LE RHONE A BREGNIER-CORDON,13.7786255
2009-01-24,LE RHONE A BREGNIER-CORDON,13.760312
2009-01-25,LE RHONE A BREGNIER-CORDON,19.15315
2009-01-26,LE RHONE A BREGNIER-CORDON,15.22835
2009-01-27,LE RHONE A BREGNIER-CORDON,10.77824
2009-01-28,LE RHONE A BREGNIER-CORDON,7.177784
2009-01-29,LE RHONE A BREGNIER-CORDON,5.4973736
2009-01-30,LE RHONE A BREGNIER-CORDON,71.576996
2009-01-31,LE RHONE A BREGNIER-CORDON,100.419655
2009-02-01,LE RHONE A BREGNIER-CORDON,112.37583
2009-02-02,LE RHONE A BREGNIER-CORDON,109.889626
2009-02-03,LE RHONE A BREGNIER-CORDON,111.06395
2009-02-04,LE RHONE A BREGNIER-CORDON,149.86215
2009-02-05,LE RHONE A BREGNIER-CORDON,157.28058
2009-02-06,LE RHONE A BREGNIER-CORDON,151.9568
2009-02-07,LE RHONE A BREGNIER-CORDON,126.692535
2009-02-08,LE RHONE A BREGNIER-CORDON,97.71485
2009-02-09,LE RHONE A BREGNIER-CORDON,176.64034
2009-02-10,LE RHONE A BREGNIER-CORDON,364.3988
2009-02-11,LE RHONE A BREGNIER-CORDON,380.01733
2009-02-12,LE RHONE A BREGNIER-CORDON,354.0066
2009-02-13,LE RHONE A BREGNIER-CORDON,291.41406
2009-02-14,LE RHONE A BREGNIER-CORDON,217.66364
2009-02-15,LE RHONE A BREGNIER-CORDON,223.85463
2009-02-16,LE RHONE A BREGNIER-CORDON,358.90585
2009-02-17,LE RHONE A BREGNIER-CORDON,362.19943
2009-02-18,LE RHONE A BREGNIER-CORDON,362.6615
2009-02-19,LE RHONE A BREGNIER-CORDON,364.12216
2009-02-20,LE RHONE A BREGNIER-CORDON,378.4054
2009-02-21,LE RHONE A BREGNIER-CORDON,382.27744
2009-02-22,LE RHONE A BREGNIER-CORDON,375.20413
2009-02-23,LE RHONE A BREGNIER-CORDON,378.2593
2009-02-24,LE RHONE A BREGNIER-CORDON,401.73138
2009-02-25,LE RHONE A BREGNIER-CORDON,466.57495
2009-02-26,LE RHONE A BREGNIER-CORDON,705.5399
2009-02-27,LE RHONE A BREGNIER-CORDON,929.66473
2009-02-28,LE RHONE A BREGNIER-CORDON,1118.6227
2009-03-01,LE RHONE A BREGNIER-CORDON,1195.6833
2009-03-02,LE RHONE A BREGNIER-CORDON,1192.26
2009-03-03,LE RHONE A BREGNIER-CORDON,1321.1907
2009-03-04,LE RHONE A BREGNIER-CORDON,1254.707
2009-03-05,LE RHONE A BREGNIER-CORDON,1203.0732
2009-03-06,LE RHONE A BREGNIER-CORDON,1084.8259
2009-03-07,LE RHONE A BREGNIER-CORDON,938.50195
2009-03-08,LE RHONE A BREGNIER-CORDON,888.9013
2009-03-09,LE RHONE A BREGNIER-CORDON,761.35266
2009-03-10,LE RHONE A BREGNIER-CORDON,618.77295
2009-03-11,LE RHONE A BREGNIER-CORDON,479.61862
2009-03-12,LE RHONE A BREGNIER-CORDON,356.3283
2009-03-13,LE RHONE A BREGNIER-CORDON,278.86658
2009-03-14,LE RHONE A BREGNIER-CORDON,235.14946
2009-03-15,LE RHONE A BREGNIER-CORDON,194.6883
2009-03-16,LE RHONE A BREGNIER-CORDON,162.898
2009-03-17,LE RHONE A BREGNIER-CORDON,135.2886
2009-03-18,LE RHONE A BREGNIER-CORDON,109.80038
2009-03-19,LE RHONE A BREGNIER-CORDON,85.61883
2009-03-20,LE RHONE A BREGNIER-CORDON,65.27022
2009-03-21,LE RHONE A BREGNIER-CORDON,52.320953
2009-03-22,LE RHONE A BREGNIER-CORDON,147.01253
2009-03-23,LE RHONE A BREGNIER-CORDON,191.17598
2009-03-24,LE RHONE A BREGNIER-CORDON,210.0941
2009-03-25,LE RHONE A BREGNIER-CORDON,211.68733
2009-03-26,LE RHONE A BREGNIER-CORDON,204.24008
2009-03-27,LE RHONE A BREGNIER-CORDON,191.44868
2009-03-28,LE RHONE A BREGNIER-CORDON,174.58055
2009-03-29,LE RHONE A BREGNIER-CORDON,154.76106
2009-03-30,LE RHONE A BREGNIER-CORDON,133.5862
2009-03-31,LE RHONE A BREGNIER-CORDON,113.189285
2009-04-01,LE RHONE A BREGNIER-CORDON,95.72326
2009-04-02,LE RHONE A BREGNIER-CORDON,82.329796
2009-04-03,LE RHONE A BREGNIER-CORDON,72.48063
2009-04-04,LE RHONE A BREGNIER-CORDON,64.51353
2009-04-05,LE RHONE A BREGNIER-CORDON,57.659176
2009-04-06,LE RHONE A BREGNIER-CORDON,50.35973
2009-04-07,LE RHONE A BREGNIER-CORDON,61.616924
2009-04-08,LE RHONE A BREGNIER-CORDON,71.67944
2009-04-09,LE RHONE A BREGNIER-CORDON,77.50986
2009-04-10,LE RHONE A BREGNIER-CORDON,78.45348
2009-04-11,LE RHONE A BREGNIER-CORDON,75.06172
2009-04-12,LE RHONE A BREGNIER-CORDON,69.0446
2009-04-13,LE RHONE A BREGNIER-CORDON,95.7126
2009-04-14,LE RHONE A BREGNIER-CORDON,119.65624
2009-04-15,LE RHONE A BREGNIER-CORDON,134.66959
2009-04-16,LE RHONE A BREGNIER-CORDON,145.71326
2009-04-17,LE RHONE A BREGNIER-CORDON,158.69942
2009-04-18,LE RHONE A BREGNIER-CORDON,173.66917
2009-04-19,LE RHONE A BREGNIER-CORDON,189.5267
2009-04-20,LE RHONE A BREGNIER-CORDON,203.44724
2009-04-21,LE RHONE A BREGNIER-CORDON,245.91832
2009-04-22,LE RHONE A BREGNIER-CORDON,321.87442
2009-04-23,LE RHONE A BREGNIER-CORDON,428.48367
2009-04-24,LE RHONE A BREGNIER-CORDON,464.7574
2009-04-25,LE RHONE A BREGNIER-CORDON,463.5549
2009-04-26,LE RHONE A BREGNIER-CORDON,442.30307
2009-04-27,LE RHONE A BREGNIER-CORDON,470.17545
2009-04-28,LE RHONE A BREGNIER-CORDON,446.24292
2009-04-29,LE RHONE A BREGNIER-CORDON,403.97446
2009-04-30,LE RHONE A BREGNIER-CORDON,350.27795
2009-05-01,LE RHONE A BREGNIER-CORDON,292.17804
2009-05-02,LE RHONE A BREGNIER-CORDON,235.21544
2009-05-03,LE RHONE A BREGNIER-CORDON,183.64903
2009-05-04,LE RHONE A BREGNIER-CORDON,140.33412
2009-05-05,LE RHONE A BREGNIER-CORDON,106.376396
2009-05-06,LE RHONE A BREGNIER-CORDON,81.466385
2009-05-07,LE RHONE A BREGNIER-CORDON,149.05879
2009-05-08,LE RHONE A BREGNIER-CORDON,173.60854
2009-05-09,LE RHONE A BREGNIER-CORDON,263.59253
2009-05-10,LE RHONE A BREGNIER-CORDON,308.48877
2009-05-11,LE RHONE A BREGNIER-CORDON,344.71774
2009-05-12,LE RHONE A BREGNIER-CORDON,351.12933
2009-05-13,LE RHONE A BREGNIER-CORDON,419.39703
2009-05-14,LE RHONE A BREGNIER-CORDON,450.62494
2009-05-15,LE RHONE A BREGNIER-CORDON,455.1498
2009-05-16,LE RHONE A BREGNIER-CORDON,442.02295
2009-05-17,LE RHONE A BREGNIER-CORDON,422.26013
2009-05-18,LE RHONE A BREGNIER-CORDON,394.9686
2009-05-19,LE RHONE A BREGNIER-CORDON,359.30002
2009-05-20,LE RHONE A BREGNIER-CORDON,317.54617
2009-05-21,LE RHONE A BREGNIER-CORDON,274.01245
2009-05-22,LE RHONE A BREGNIER-CORDON,234.55795
2009-05-23,LE RHONE A BREGNIER-CORDON,205.5245
2009-05-24,LE RHONE A BREGNIER-CORDON,190.66922
2009-05-25,LE RHONE A BREGNIER-CORDON,188.56912
2009-05-26,LE RHONE A BREGNIER-CORDON,193.26709
2009-05-27,LE RHONE A BREGNIER-CORDON,197.60051
